HITId	HITTypeId	docId
3YGE63DIN8RYJV0ZKB8YCJU3A1G0W2	3VUPA8U9XZUOUQTXRRTM1PN5PROXFO	exhaustive-2016/ENG_NW_001278_20130106_F00011MEM.json
3QD8LUVX4XSC32RQRMAWVX410BX5XL	362C90YY6SRTGC4BDHITY72KYXIURO	exhaustive-2016/ENG_NW_001278_20130111_F00013FIO.json
3V0TR1NRVAWIB6FX27Z86XNPZUTA4H	3PICF97GBRI66OC0NHLTJKOLP4WP7O	exhaustive-2016/ENG_NW_001278_20130122_F000138QU.json
33NOQL7T9OTKVFA7Q25K42U3A1W8ZN	3ZT4KTA7QP9SDYA7J77RAQ4C9SJ32B	exhaustive-2016/ENG_NW_001278_20130131_F00012YN5.json
3UDTAB6HH6TN7ZNRR0Y6YZMSC0V90L	3JIWCCCTXPGHYG6QN7LWT094F6J33M	exhaustive-2016/ENG_NW_001278_20130209_F00012793.json
34YWR3PJ284D8V5PUG4KE28AJ3M0XV	3RDTAMZS74MU8QPS2BZ4JANHQ6OXGN	exhaustive-2016/ENG_NW_001278_20130215_F000127AV.json
3NSCTNUR2ZH07PJXGCIIBPT3ZQOA5M	3R4JFGW1TN1A62HJXMDZXKKG0O2P8B	exhaustive-2016/ENG_NW_001278_20130215_F00012E5C.json
3FBEFUUYRKZWQTJBLVSN3V73VLZA62	3DBJM5HJP65AK70T2EJDXGFRKUKP90	exhaustive-2016/ENG_NW_001278_20130216_F00011Q88.json
3MGHRFQY2LJ280VZZCQMXGFJL9G0Y1	3AHTORI2CWS88MK3MHHM4AZI561XHM	exhaustive-2016/ENG_NW_001278_20130221_F00012L0H.json
3TZDZ3Y0JS0NEO89NJ26C452HS191O	38AOVEY0XW52GCPUNLQF351AT6F347	exhaustive-2016/ENG_NW_001278_20130306_F000127H7.json
341H3G5YF082DQ54VYS5BNOLR3K0ZS	3EH7TAS742684HVNSZZ74M0X5JGXIF	exhaustive-2016/ENG_NW_001278_20130307_F000135R4.json
386659BNTLB5IUKWNNJDJT49EO7104	3EVCCKXZAG64ZSFTAHK7GNFXIY5XJR	exhaustive-2016/ENG_NW_001278_20130310_F00012443.json
3FJ2RVH25Z0U39Q56N2KHNF79YF925	3027X0504LQKCVTU1Q9P8X7OT2A35C	exhaustive-2016/ENG_NW_001278_20130315_F00011XDT.json
3Y3N5A7N4G3ZBE26OHDKVDMWOCGYM9	31L8DLROGEDL196EDZINEAP3I4R0AK	exhaustive-2016/ENG_NW_001278_20130316_F000120RE.json
36FQTHX3Z3L2CK1L87ULR3FP3CI3BK	3MOGIU38ISO84ZOW0PE4TC25XFUUPW	exhaustive-2016/ENG_NW_001278_20130316_F00012OME.json
37SQU136V7I5PJ5EJ6NDXYNJJGD117	3S0VMPP5OG2ZACLBS2KJH2FAXN5XKQ	exhaustive-2016/ENG_NW_001278_20130316_F00012S5X.json
3YD0MU1NC2VFUTXG45XF997ZQWJA71	3KBQBQZF8A5OPQAYUKXDTBQBQC2PAF	exhaustive-2016/ENG_NW_001278_20130316_F00013CPM.json
30Z7M1Q8UYEJU72ZEAPLN93U1GPA8O	3KIFW8VYCAJT80FQ0YX9OMAH8UNPBA	exhaustive-2016/ENG_NW_001278_20130316_F00013QB5.json
3Z8UJEJOCZ7JORMOANGP0XKZFCF93G	3SL9J757T68GVZT869JU03LOPXL36S	exhaustive-2016/ENG_NW_001278_20130321_F00011XFZ.json
3O0M2G5VC6W46N5SA1L8A2C5TCB941	3BNVQ7CWEO4ZZZ7DPJOM6HLKK8537R	exhaustive-2016/ENG_NW_001278_20130322_F00012Z2T.json
