HITId	HITTypeId	docId
3M0556243SEZT56BVS0WJ74GNR2FNV	3LF081349Y8M3AF3A28SN1K3CLG0M4	pooled-eval/NYT_ENG_20130422.0184-276-286-311-326.json
34XASH8KLQG520A5XUH1IMTKK7FPM8	3LF081349Y8M3AF3A28SN1K3CLG0M4	pooled-eval/NYT_ENG_20130423.0236-2367-2379-2408-2417.json
3RSBJ6YZECKHBQ6NW709YW4LD17FOA	3LF081349Y8M3AF3A28SN1K3CLG0M4	pooled-eval/NYT_ENG_20130425.0014-7508-7520-7478-7494.json
338431Z1FL9EEGBWN203FLI4GPIROH	3LF081349Y8M3AF3A28SN1K3CLG0M4	pooled-eval/NYT_ENG_20130425.0014-7649-7669-7927-7936.json
3QGTX7BCHPW18XR5S4YHSIKC8BWZ5D	3LF081349Y8M3AF3A28SN1K3CLG0M4	pooled-eval/NYT_ENG_20130426.0255-991-994-943-952.json
3VEI3XUCZRRWZGNX22DI4LNUQUERPY	3LF081349Y8M3AF3A28SN1K3CLG0M4	pooled-eval/NYT_ENG_20130428.0127-1682-1699-1701-1706.json
3IZVJEBJ6AEXR1RJXN8MKOYC467Z6T	3LF081349Y8M3AF3A28SN1K3CLG0M4	pooled-eval/NYT_ENG_20130429.0175-2437-2447-2421-2436.json
32CAVSKPCEJLYGWCLUXX80SGUDCU11	3LF081349Y8M3AF3A28SN1K3CLG0M4	pooled-eval/NYT_ENG_20130502.0191-501-515-365-371.json
3KG2UQJ0MJIWKUWK98BQV68UUTBNQX	3LF081349Y8M3AF3A28SN1K3CLG0M4	pooled-eval/NYT_ENG_20130504.0005-3403-3422-3428-3446.json
3YGYP136413WWVBKMN0Q0WIZQFDNRY	3LF081349Y8M3AF3A28SN1K3CLG0M4	pooled-eval/NYT_ENG_20130505.0037-6871-6885-6863-6866.json
3OWZNK3RYLJSN1E84YXBDJ2LMJQU2I	3LF081349Y8M3AF3A28SN1K3CLG0M4	pooled-eval/NYT_ENG_20130508.0060-1447-1449-1484-1502.json
31SIZS5W599HZSOC2FS74QD4VQ0RQP	3LF081349Y8M3AF3A28SN1K3CLG0M4	pooled-eval/NYT_ENG_20130508.0060-1680-1683-1671-1678.json
38LRF35D5LQH8JAR8YBGWT7DSXQU3T	3LF081349Y8M3AF3A28SN1K3CLG0M4	pooled-eval/NYT_ENG_20130508.0173-172-184-186-195.json
3XDJY5RK5SF2QFTV8CGZ6YZJ6XMU4E	3LF081349Y8M3AF3A28SN1K3CLG0M4	pooled-eval/NYT_ENG_20130514.0085-6358-6374-6293-6304.json
311HQEI8RSAGV15OGXDEQ2Y8ZHRZ7S	3LF081349Y8M3AF3A28SN1K3CLG0M4	pooled-eval/NYT_ENG_20130523.0084-2134-2143-2232-2235.json
33NOQL7T9OTKVFA7Q25K42U3A1XZ8F	3LF081349Y8M3AF3A28SN1K3CLG0M4	pooled-eval/NYT_ENG_20130523.0138-1095-1122-1172-1179.json
3YCT0L9OMM38XABX1C0VQ6NVCHWNSM	3LF081349Y8M3AF3A28SN1K3CLG0M4	pooled-eval/NYT_ENG_20130523.0138-1095-1122-1226-1240.json
3FSEU3P2NRUHBT3CFUH79GN9RC2RRQ	3LF081349Y8M3AF3A28SN1K3CLG0M4	pooled-eval/NYT_ENG_20130523.0138-1140-1152-1095-1122.json
3U74KRR67MF9CAOCQC5L0BJHE0ANTB	3LF081349Y8M3AF3A28SN1K3CLG0M4	pooled-eval/NYT_ENG_20130529.0090-2228-2246-2117-2125.json
3PIOQ99R7YGOCN31QHVV575JXEHNU2	3LF081349Y8M3AF3A28SN1K3CLG0M4	pooled-eval/NYT_ENG_20130529.0090-2261-2269-2277-2280.json
