HITId	HITTypeId	docId
3M93N4X8HKHCEKKCME83XZ6E3XRJSE	385XUCFVXXEMSLRD7VWLM0TTKQ7V4V	pooled-eval/NYT_ENG_20130422.0184-276-286-311-326.json
3OND0WXMHW9FDVK4XJLDW5MKPEEHE6	385XUCFVXXEMSLRD7VWLM0TTKQ7V4V	pooled-eval/NYT_ENG_20130423.0236-2367-2379-2408-2417.json
3URJ6VVYUPH7DA9YCQ4Q7S7UOBYO4V	385XUCFVXXEMSLRD7VWLM0TTKQ7V4V	pooled-eval/NYT_ENG_20130425.0014-7508-7520-7478-7494.json
3UOMW19E6D0O04GV0QE9HKJRZTAC5R	385XUCFVXXEMSLRD7VWLM0TTKQ7V4V	pooled-eval/NYT_ENG_20130425.0014-7649-7669-7927-7936.json
36JW4WBR06E7J9K0SU5JEN7K1FTHFO	385XUCFVXXEMSLRD7VWLM0TTKQ7V4V	pooled-eval/NYT_ENG_20130426.0255-991-994-943-952.json
3I4E7AFQ2KTDTKXRBEDT74205G5JT3	385XUCFVXXEMSLRD7VWLM0TTKQ7V4V	pooled-eval/NYT_ENG_20130428.0127-1682-1699-1701-1706.json
32204AGAAB6DX9GV3EB1W87W2UTHGN	385XUCFVXXEMSLRD7VWLM0TTKQ7V4V	pooled-eval/NYT_ENG_20130429.0175-2437-2447-2421-2436.json
3A520CCNWNU038CQRDBLFJZGCJOEAS	385XUCFVXXEMSLRD7VWLM0TTKQ7V4V	pooled-eval/NYT_ENG_20130502.0191-501-515-365-371.json
3DFYDSXB2WUSTXCGBJ33C0O2OUCJUU	385XUCFVXXEMSLRD7VWLM0TTKQ7V4V	pooled-eval/NYT_ENG_20130504.0005-3403-3422-3428-3446.json
3ACRLU860N85MIHIXRBHAUJMU19EBN	385XUCFVXXEMSLRD7VWLM0TTKQ7V4V	pooled-eval/NYT_ENG_20130505.0037-6871-6885-6863-6866.json
3OZ4VAIBEX9S6C1GG9D88MQL21LJVJ	385XUCFVXXEMSLRD7VWLM0TTKQ7V4V	pooled-eval/NYT_ENG_20130508.0060-1447-1449-1484-1502.json
385MDVINFC95L11L6JI4UO9Z9ANJWT	385XUCFVXXEMSLRD7VWLM0TTKQ7V4V	pooled-eval/NYT_ENG_20130508.0060-1680-1683-1671-1678.json
37M4O367VJC19QSMDF8NKGO3T7EM5J	385XUCFVXXEMSLRD7VWLM0TTKQ7V4V	pooled-eval/NYT_ENG_20130508.0173-172-184-186-195.json
3H1C3QRA01DOWN9OBR7CLEP4CM9ECU	385XUCFVXXEMSLRD7VWLM0TTKQ7V4V	pooled-eval/NYT_ENG_20130514.0085-6358-6374-6293-6304.json
36MUZ9VAE6WY1FF2BN2N5K7MXMLEDU	385XUCFVXXEMSLRD7VWLM0TTKQ7V4V	pooled-eval/NYT_ENG_20130523.0084-2134-2143-2232-2235.json
3Z56AA6EK4UXSUS0IYISCM23P2PM6Z	385XUCFVXXEMSLRD7VWLM0TTKQ7V4V	pooled-eval/NYT_ENG_20130523.0138-1095-1122-1172-1179.json
3MJ28H2Y1E2P9TDYQVN0CKD8O7TO50	385XUCFVXXEMSLRD7VWLM0TTKQ7V4V	pooled-eval/NYT_ENG_20130523.0138-1095-1122-1226-1240.json
3L60IFZKF3CRX5B6NKTJH8JXHU6HHM	385XUCFVXXEMSLRD7VWLM0TTKQ7V4V	pooled-eval/NYT_ENG_20130523.0138-1140-1152-1095-1122.json
3P6ENY9P79QRT0MQT2B4HKKCH7LHIF	385XUCFVXXEMSLRD7VWLM0TTKQ7V4V	pooled-eval/NYT_ENG_20130529.0090-2228-2246-2117-2125.json
3PKJ68EHDNQNOB6WBKW4TLZCUMAHJR	385XUCFVXXEMSLRD7VWLM0TTKQ7V4V	pooled-eval/NYT_ENG_20130529.0090-2261-2269-2277-2280.json
