HITId	HITTypeId	docId
3QE4DGPGBR5JLXS0O7RI2JYSXP64GN	39S3HZ8OHCL3JGSSFYPNEPTWCO3S77	exhaustive-2016/ENG_NW_001278_20130106_F00011MEM.json
3OEWW2KGQJ5KD6SR515JAW101OQDOW	3WZJZ0TDWVMMB0JHZZAXAW06GZ40GW	exhaustive-2016/ENG_NW_001278_20130111_F00013FIO.json
3QE4DGPGBR5JLXS0O7RI2JYSXP6G4Z	3YC8VB1W15WDD8QNMGOLNPO8ZE3XUN	exhaustive-2016/ENG_NW_001278_20130122_F000138QU.json
3I6NF2WGIGQ1HGW02CAS7B46XL1G54	39WEDTMWD6BDQNFNR6YQJBQRDLCXVC	exhaustive-2016/ENG_NW_001278_20130131_F00012YN5.json
3UQ1LLR26A2E9EMI8ZYPSEP0LGOLAL	3YC8VB1W15WDD8QNMGOLNPO8ZE3UXK	exhaustive-2016/ENG_NW_001278_20130209_F00012793.json
3QQUBC64ZE8GTRXWVM6IPE4NRWXNXT	3BEAH6X9Z847JUXBP3HTSPPRN89S8U	exhaustive-2016/ENG_NW_001278_20130215_F000127AV.json
3UXQ63NLAAGJSORAEDYLNP963Y9BL6	3YT1BAKETJK3ZDIC0Q75AXDF37SPHQ	exhaustive-2016/ENG_NW_001278_20130215_F00012E5C.json
3D7VY91L65R3Y69VEPZ0N2OV33ZBM8	32TFGTUJLPY3V8TW68PQA9EU3K7PIJ	exhaustive-2016/ENG_NW_001278_20130216_F00011Q88.json
3NCN4N1H1GB9GOUVQQE00HDV8T9BN8	327KZ3ZBR3YZQJD2OQAQMATUGZWPJV	exhaustive-2016/ENG_NW_001278_20130221_F00012L0H.json
3MZ3TAMYTLH4IU0TP7NYVOMI4GIIRC	32X1LLNITQTFG88NGWR869VG6J83DK	exhaustive-2016/ENG_NW_001278_20130306_F000127H7.json
3MVY4USGB6HGJ9064WN3LYREQI1IS0	3NFX4PNWY93K8EMNCR2SCRD16V93ED	exhaustive-2016/ENG_NW_001278_20130307_F000135R4.json
3UXQ63NLAAGJSORAEDYLNP963Y9LBG	3EI427GH2XB5TX9COU9JAX3G3ERV0F	exhaustive-2016/ENG_NW_001278_20130310_F00012443.json
31MBOZ6PAOL22TJGSDUGY9FOLJ9LCN	3D4ORZ804JI50MUUKDDJO2MQ86XV1I	exhaustive-2016/ENG_NW_001278_20130315_F00011XDT.json
3IQ9O0AYW6THY9DLTWSTV3N0S1FITP	35BG8P11HJ8CESMJ72MYU9Y1IWO3FV	exhaustive-2016/ENG_NW_001278_20130316_F000120RE.json
3GKAWYFRAPN2Y64SK1IYZW6QBTMDPD	3F3JD5CN1NS0BWESJ5SFVWC7VZH0HV	exhaustive-2016/ENG_NW_001278_20130316_F00012OME.json
3D1TUISJWIUWYMSAT1I30Z92BFMIUG	31UK836KRO0ISSIEIMSGCUYDJBO3GU	exhaustive-2016/ENG_NW_001278_20130316_F00013CPM.json
3MYASTQBG75NYI57KEXNZ1W0GP8DQ4	3J3XIOMSTT607RPCPNA0V8DMVCW0IO	exhaustive-2016/ENG_NW_001278_20130321_F00011XFZ.json
30Y6N4AHYPQNAJK7XTMN4R65CBADR5	3JH21YRKZ76W229I75V079SM8RL0J0	exhaustive-2016/ENG_NW_001278_20130322_F00012Z2T.json
3APP19WN718X0KWE7VKXZHI6TGCG6K	3T2WVEM8ELBQ5CFSHG3M5D95KUEXWM	exhaustive-2016/ENG_NW_001278_20130323_F00012Z37.json
3OLZC0DJ8J9WB1HAYRS8WLBLPMVIV5	3KYKM8PUWG6WSODP2SAYXUAEYB13HT	exhaustive-2016/ENG_NW_001278_20130324_F00012OP5.json
