HITId	HITTypeId	docId
3CESM1J3EIXTX6MEM0OFLK4UN426W9	3YC8VB1W15WDD8QNMGOLNPO8ZE3UXK	exhaustive-2016/ENG_NW_001278_20130106_F00011MEM.json
3JYPJ2TAYI2ZWQIOB7DONW9BN62FPQ	3NWM3X0LA8G0L3IR5UPRDJ19RXBXPR	exhaustive-2016/ENG_NW_001278_20130111_F00013FIO.json
39TX062QX1I9PN4MD3M3G06HMF63XT	3BENJTNX76QP8UDQQI8EDF2J923S1A	exhaustive-2016/ENG_NW_001278_20130122_F000138QU.json
3J94SKDEKIJY5WM90M9K1Q19KTLD5R	3X20CIABYXFJZG9QX99P4BX937O0DM	exhaustive-2016/ENG_NW_001278_20130131_F00012YN5.json
3PCPFX4U40KKW2J3BKSDN1ZLS2OFQH	3TAMZSB5GQYLLFJ6574GDORJWTXXQI	exhaustive-2016/ENG_NW_001278_20130209_F00012793.json
375VMB7D4JDAHKHO76SEQZ5EPFRID6	36G9MO4VB7RHI15BWM06G8NALGB3AI	exhaustive-2016/ENG_NW_001278_20130215_F000127AV.json
3RBI0I35XEXYPSUWIZ85ZEDQOL03YZ	3XYCBL6ZTDQWXFVM9M8SIYCO18HS2R	exhaustive-2016/ENG_NW_001278_20130215_F00012E5C.json
33CLA8O0MI5K83Y3OZHDSR9QOOQFRI	37AIU3VBY8JLXGY6IMTGIE1OSFZXRJ	exhaustive-2016/ENG_NW_001278_20130216_F00011Q88.json
39WICJI5ATMYUI41ELAODLMSUF43ZQ	3HN4348L0DXLIXR5DMMX18HG7MHS32	exhaustive-2016/ENG_NW_001278_20130221_F00012L0H.json
3TD33TP5DLW2W506HM9VEBTV9MABAO	3J6XXRWLEMMJLHR650J57C12NSFPFS	exhaustive-2016/ENG_NW_001278_20130306_F000127H7.json
3IWA71V4TIA8M6R4W5K1N3I1W686X2	3GUTVN2B1IB2DDGXRCAN63VH1KXUYQ	exhaustive-2016/ENG_NW_001278_20130307_F000135R4.json
337F8MIIMZ7MATHFA52FHRBCQ8H40K	36FWM6US0KM60TA9D0RGBD9MLMDS4N	exhaustive-2016/ENG_NW_001278_20130310_F00012443.json
32TZXEA1OLEMHI2X6O6FVWUMV0N41N	3Y7FOS1S797OWCE9R5AQG5F0LI8S5S	exhaustive-2016/ENG_NW_001278_20130315_F00011XDT.json
3SNR5F7R92NF9QVO313YWHNZPRSIEZ	36NY760EF75M1BA32002BJ7G3YW3BD	exhaustive-2016/ENG_NW_001278_20130316_F000120RE.json
3BS6ERDL931UO0MN55JPTWF9GOWD67	3IKWVMAP3GPORMNQT4K9ATFU3JP0EF	exhaustive-2016/ENG_NW_001278_20130316_F00012OME.json
3TKSOBLOHLA7FF5YN09R9MD1R4VBBJ	3FP1X514OREPZHN1GKPNPX1EO7FPGR	exhaustive-2016/ENG_NW_001278_20130316_F00013CPM.json
3UUSLRKAULXDS00SOFOHZAF5BZGD76	30GFZMOUMQUGX0NMOF4FSB0UFK40FX	exhaustive-2016/ENG_NW_001278_20130321_F00011XFZ.json
30EV7DWJTVPXMBHE11636HPAYC26Y8	3YFT7OHBEX02I3Q2NYC6KA4J7E1UZH	exhaustive-2016/ENG_NW_001278_20130322_F00012Z2T.json
338GLSUI435W9IYG3OHII1EMAQ9FS6	376D5N1TGTJXYVYJXBTL8O6KEHIXS7	exhaustive-2016/ENG_NW_001278_20130323_F00012Z37.json
3ODOP6T3ASET63KTPS6T0F4RN61424	3QQHAZ1ZWUPKFGENWOKV8BT0HDJS68	exhaustive-2016/ENG_NW_001278_20130324_F00012OP5.json
