HITId	HITTypeId	docId
3S1L4CQSFXZS9MCMMOVRX1KGOK2AF5	3R70E4E2COOCI57WEYT4Z6GZQFNPCH	exhaustive/ENG_NW_001417_20150709_F00100064.json
3N7PQ0KLI5J0JND5IYWBSBLA69V3EK	37AIU3VBY8JLXGY6IMTGIE1OSFZRXD	exhaustive/ENG_NW_001418_20150428_F00100065.json
3OKP4QVBP2RYNM8HX819FMKSPZ2AG4	3GSIANI2QT7MNXDAEUOFJCYHBFZPDH	exhaustive/ENG_NW_001418_20150709_F00100066.json
3538U0YQ1FOSP1D1D9GHAT6AIAA3F2	3PS3UFWQYLYAXLOGNIFI1S8XULTRYJ	exhaustive/ENG_NW_001420_20150714_F00100068.json
31MCUE39BKGY319WOTMZSE6MJPA3G1	37D36GBQB0NA2BYLJ4H1FZHZ0FXRZA	exhaustive/ENG_NW_001421_20150804_F00100069.json
3KQC8JMJGCMC3X478Z4HDEINYPN3H0	3CS3U1VE5KJP15S8UZ4EZAJ94AXS07	exhaustive/ENG_NW_001422_20150628_F0010006A.json
30ZKOOGW2W01J7IEFPG68ZGMNAJ1AV	3XJ5RHVJOCXAUI3TD2WKW2SPMNAXLT	exhaustive/ENG_NW_001423_20150107_F0010006B.json
306996CF6WE62HN6L3G23A0S5S41BQ	3GTAJN9JK78U00LEDEXZWF7EMS0XMV	exhaustive/ENG_NW_001424_20150208_F0010006C.json
3H5TOKO3D9DHO43UCUIWQSL33B364N	36Y7KK4GODR5HR4OS6IYOH7GKZ1USC	exhaustive/ENG_NW_001425_20150606_F0010006D.json
37OPIVELUUXCNI3SHEJR0MWT4ZFAH3	31AETRIGVCHRF3RAAPZZPUG2BR0PEA	exhaustive/ENG_NW_001426_20150624_F0010006E.json
